"","H9_E8_r1","H9_E8_r2","H9_L3i_r1","H9_L3i_r2","RUES02_E8","RUES02_L3i"
"ENSG00000291258",380,212,152,129,719,176
"ENSG00000289209",40,23,12,53,104,28
"ENSG00000291259",9,9,37,9,24,13
"HERC2P9",454,256,211,100,358,206
"ENSG00000290690",179,19,145,17,301,85
"ENSG00000291026",17,3,30,10,40,10
"ENSG00000291260",1,0,6,2,0,0
"UBE2Q2P1",49,40,79,30,79,43
"LINC00933",9,20,6,20,9,17
"ENSG00000291159",199,254,213,178,302,200
"SEC11A",13593,16816,11692,17135,21558,24780
"ENSG00000291002",0,0,0,0,0,0
"HERC2P2",773,246,679,171,399,189
"GOLGA8IP",2,0,4,0,0,0
"ENSG00000291004",0,0,0,0,0,0
"ENSG00000276141",0,1,4,4,0,3
"ENSG00000290399",336,407,298,343,255,265
"ENSG00000277435",8,14,107,42,10,8
"ENSG00000283273",0,0,0,0,0,0
"ENSG00000277867",1,1,0,1,0,0
"PDCD6IPP1",0,0,0,0,4,0
"ENSG00000290368",0,0,0,0,0,0
"ENSG00000277755",0,0,0,0,0,1
"LOC283683",443,463,285,232,476,184
"ENSG00000291163",66,53,20,23,56,18
"ENSG00000290664",0,0,0,0,0,0
"ENSG00000291296",31,2,9,8,16,6
"ENSG00000290665",0,0,0,0,0,0
"ENSG00000290666",8,3,1,1,2,0
"ENSG00000290667",0,0,0,0,0,0
"ACSBG1",4,14,12,5,23,9
"DNAJA4-DT",0,0,0,0,0,0
"DNAJA4",142,137,237,204,384,311
"SKIC8",5698,6903,2379,3646,8124,5888
"ENSG00000272418",0,0,0,0,0,0
"ENSG00000259562",29,16,32,10,24,19
"ENSG00000259322",9,2,15,2,9,1
"ENSG00000277482",2,4,0,0,3,0
"ENSG00000291297",0,0,0,0,0,0
"ENSG00000291020",0,0,0,0,0,0
"CHD2",19924,17213,21793,15932,35139,27580
"LINC02248",4,5,3,8,10,0
"ENSG00000287280",73,62,51,55,42,15
"GABRB3",19590,18996,15106,13436,25521,7948
"ENSG00000278840",79,94,138,69,37,6
"ENSG00000235518",0,0,0,0,0,0
"RPL9P26",0,0,0,0,0,0
"GABRA5",724,324,78,200,429,343
"ENSG00000259122",0,0,0,0,0,0
"GABRG3-AS1",0,0,0,2,1,0
"LOC100420466",0,0,0,0,0,0
"RNA5SP391",0,0,0,0,0,0
"RHCG",4,24,60,103,29,12
"ARHGAP11B",10,19,7,9,59,77
"ENSG00000290886",2,0,0,0,0,0
"POLG",7206,6817,10965,7574,13715,9857
"POLGARF",0,0,0,0,0,0
"PIERCE2",1205,863,272,484,874,404
"IL16",40,27,59,51,84,75
"GOLGA8N",169,58,83,13,58,49
"ENSG00000259564",0,0,0,0,2,2
"VPS13C",7999,5012,5636,2847,16374,9309
"ENSG00000285863",15,12,71,13,27,10
"B2M",17356,15338,10337,22074,16587,14979
"OIP5-AS1",27020,25450,27041,22159,30569,26808
"NTRK3",634,411,228,428,771,217
"MED28P6",0,0,0,0,0,0
"NTRK3-AS1",2,0,0,0,0,0
"ZSCAN29",5143,5239,3914,4031,11698,8087
"TUBGCP4",3779,5052,4424,4936,7592,5638
"RN7SL487P",0,8,6,0,0,1
"TP53BP1",13684,7531,5224,2868,29611,15159
"MAP1A",30410,21422,30814,20741,47617,23411
"STRCP1",0,1,0,1,0,0
"CATSPER2P1",53,95,48,32,111,76
"PPIP5K1",2908,2996,698,1355,3436,1470
"TRPM1",4858,2696,1180,4916,4979,8786
"LINC03034",56,34,31,20,63,5
"ENSG00000260532",12,4,0,0,45,7
"ENSG00000287855",2,14,30,9,25,20
"ENSG00000261732",10,12,34,0,11,13
"RAB40C",5795,6552,6970,6634,9652,7196
"NHLRC4",467,450,27,109,480,340
"ENSG00000280327",60,23,8,9,71,43
"ENSG00000206168",32,15,3,2,37,10
"WFIKKN1",530,563,1390,1095,899,759
"ENSG00000260803",0,1,0,1,4,0
"FLYWCH1-AS1",3,15,41,15,9,6
"FAM234A",11781,17325,8332,16450,24209,19911
"ENSG00000275438",2,6,18,2,2,17
"ENSG00000268836",6,34,22,12,40,32
"AXIN1",8151,8055,13137,10648,11009,12902
"LOC105371046",14,4,10,0,95,45
"ENSG00000260954",3,9,4,8,16,9
"ABCA3",52600,43029,24451,21417,52813,33351
"ENSG00000280231",2,14,0,0,24,17
"WASIR2",116,129,30,46,58,15
"LOC100131080",0,0,0,0,0,0
"ENSG00000262959",20,0,5,4,1,2
"SMIM22",419,427,66,100,376,32
"ENSG00000286901",0,0,0,0,0,0
"ENSG00000226942",1,7,9,2,9,2
"ENSG00000282907",0,1,0,0,5,3
"ENSG00000261319",0,0,0,0,0,0
"SNX29-AS2",0,0,0,0,0,2
"ENSG00000260022",0,2,4,9,2,6
"ENSG00000226890",0,0,0,0,6,0
"ENSG00000261066",0,0,0,0,0,0
"ENSG00000261442",13,5,22,2,10,10
"ENSG00000234769",227,57,119,53,104,54
"TMEM204",146,214,14,20,273,39
"ANKS3",2450,1722,1974,1245,3097,2317
"ENSG00000260242",0,0,0,0,0,0
"UNKL",2134,1179,2649,1558,3493,2374
"ARHGDIG",1146,898,217,577,2331,946
"ENSG00000260058",0,0,0,0,0,0
"ENSG00000278434",27,42,37,6,24,17
"IFT140",14528,10595,5419,4812,20097,19115
"ENSG00000275056",14,2,23,2,13,6
"ENSG00000261789",2,4,4,0,0,1
"ENSG00000280062",4,8,22,2,4,6
"GLYR1",16245,14216,3284,4486,25886,14582
"ENSG00000260289",10,0,3,0,10,2
"ENSG00000286849",0,6,4,2,2,0
"ENSG00000267077",46,145,8,31,89,18
"ENSG00000260723",2,0,2,0,0,0
"ENSG00000260003",2,0,0,0,1,2
"ENSG00000260342",0,0,0,0,0,0
"ENSG00000261555",0,0,2,1,4,2
"ENSG00000263159",0,0,0,0,0,0
"CDIP1",13199,18009,11321,17611,19527,15362
"XYLT1",6191,4907,7267,5213,10477,8375
"ADCY9",8303,8163,12185,8751,11890,6980
"DPPA3P6",0,2,10,0,0,0
"CPPED1",1859,2153,1554,1843,3275,2518
"ZNF500",2865,2984,2304,2308,4557,2853
"ENSG00000287522",5,0,0,0,0,0
"ENSG00000275927",0,5,2,0,2,1
"LOC112268176",8,2,0,0,2,4
"ENSG00000260017",3,0,0,0,1,0
"TRIDDENT",54,63,12,9,73,53
"LOC107984851",60,42,0,2,49,8
"ENSG00000261612",4,1,14,2,4,0
"HS3ST4",56,89,244,175,83,180
"ENSG00000278979",1,11,2,1,4,2
"TMC5",59,82,37,53,37,48
"CREBBP",19847,17172,29546,16620,38099,38436
"LINC02858",0,6,12,32,20,91
"RPS15A",24064,32385,27164,47680,30198,38688
"RPL7P47",0,16,6,34,16,16
"ENSG00000260601",0,0,0,0,0,0
"ENSG00000260071",4,5,4,0,4,1
"LOC124903619",3,25,26,11,6,12
"LINC01195",0,0,0,0,0,0
"RGS11",1142,649,171,203,811,486
"RPUSD1",3760,3613,2620,3646,5801,4902
"GNG13",52,165,38,158,92,19
"SCNN1B",36,0,2,0,3,6
"ENSG00000262801",43,18,9,13,42,77
"MGRN1",14292,19109,14083,16243,31077,17972
"ENSG00000262116",0,0,0,0,0,0
"SYT17",597,853,648,1652,1493,1808
"SCNN1G",5,8,0,2,2,17
"ENSG00000285952",48,26,37,21,43,5
"ENSG00000262267",12,2,0,2,8,0
"LOC102723692",1,0,0,1,0,0
"ENSG00000260690",0,2,0,0,0,0
"HS3ST2",710,600,14,116,459,426
"LOC102723536",0,0,0,0,0,0
"TMC7",318,350,242,228,580,411
"METTL26",6348,7324,2782,4862,7179,6377
"ENSG00000259876",6,0,2,0,7,0
"TNRC6A",11316,10518,11106,6731,18613,12520
"ENSG00000259899",0,0,0,0,6,4
"ENSG00000261158",4,17,32,25,8,0
"SNX29",17565,10312,3780,3751,20158,8715
"POLR3E",5842,5407,4391,4342,7519,4778
"ENSG00000259929",8,7,0,1,6,4
"ENSG00000260580",0,0,0,0,0,0
"UBALD1",3590,4648,3617,3706,4986,5667
"CHTF18",4021,3110,808,958,7098,5839
"ENSG00000285613",4,0,2,0,0,0
"ENSG00000260741",0,0,0,0,0,0
"ENSG00000259871",8,42,2,71,347,1093
"LINC01177",0,0,0,0,0,0
"ENSG00000279410",4,6,0,4,4,0
"LOC105371090",0,0,3,2,1,0
"ENSG00000260681",0,0,0,1,0,0
"ENSG00000259925",0,0,2,13,6,31
"ARL6IP1",45589,50937,24390,37951,55220,44499
"LINC02191",0,3,0,0,2,0
"ENSG00000280283",0,2,0,0,1,0
"COQ7-DT",4,15,2,3,5,3
"LINC02177",32,11,0,2,54,7
"ENSG00000261482",0,0,0,0,0,0
"ENSG00000241932",0,0,0,2,2,0
"ENSG00000260934",0,0,0,0,1,0
"ENSG00000260087",0,0,0,0,0,0
"ENSG00000266994",3,2,19,0,9,2
"ENSG00000280400",0,0,0,0,0,0
"ENSG00000274834",0,0,0,0,10,2
"ENSG00000283110",0,0,0,0,0,0
"ENSG00000278389",2,10,0,0,6,7
"LOC124903658",0,0,0,0,0,2
"ENSG00000279165",0,0,0,0,0,0
"ENSG00000261759",0,0,0,0,0,0
"ENSG00000283065",0,0,0,0,0,0
"ENSG00000261486",0,0,0,0,0,0
"ENSG00000259996",0,0,0,0,0,0
"ENSG00000260846",0,0,0,0,0,0
"ENSG00000260680",0,0,0,0,0,0
"ENSG00000260611",0,0,0,0,0,0
"VN1R68P",0,0,0,0,0,0
"AGGF1P8",0,0,0,0,0,0
"ENSG00000261009",0,0,0,0,0,0
"ENSG00000259987",0,0,0,0,0,0
"ENSG00000260522",0,0,0,0,0,0
"NAMPTP3",0,0,0,0,0,0
"ENSG00000261445",0,0,0,0,0,0
"ENSG00000259990",0,0,0,0,0,0
"ENSG00000261461",30,54,24,52,87,78
"LOC105371200",0,0,0,0,0,0
"RARRES2P5",0,0,0,0,0,0
"MTND4LP25",0,0,0,0,0,0
"ORC6",1537,2168,1035,1132,3747,4503
"ENSG00000262885",0,0,0,0,0,0
"ENSG00000259856",6,42,3,26,74,58
"ENSG00000179755",0,0,0,0,0,0
"ENSG00000261800",0,0,0,0,0,0
"DUX4L47",0,0,0,0,0,0
"NETO2",12495,10074,5461,7141,17338,9560
"ENSG00000262561",0,0,0,0,0,0
"ENSG00000261084",0,0,0,0,0,0
"ENSG00000261350",0,0,0,0,0,0
"ENSG00000260281",29,12,6,2,19,8
"SIAH1",3021,4208,2680,4041,4592,4169
"DNAJA2",15397,15164,10901,13074,20636,15572
"METTL22",2093,1451,1590,960,3132,2122
"DUX4L45",0,0,0,0,0,0
"ENSG00000261507",0,0,0,0,0,0
"ENSG00000205452",0,0,0,0,0,0
"ENSG00000287905",4,0,4,3,4,2
"ENSG00000261608",0,0,0,0,0,1
"ENSG00000262011",0,0,0,0,0,0
"AGGF1P7",0,0,0,0,0,0
"ENSG00000287353",0,0,0,0,0,0
"C16orf87",5674,4983,7098,6397,5193,4490
"TCERG1P2",0,0,0,0,0,0
"ENSG00000260857",0,0,2,0,0,0
"ENSG00000259821",0,0,0,0,0,0
"VPS35",25139,25020,19115,21461,43518,28733
"AGGF1P9",0,0,0,0,0,0
"ENSG00000260724",0,0,0,0,0,0
"ENSG00000278138",0,0,0,0,0,0
"ENSG00000260889",0,0,0,0,0,0
"ENSG00000261470",0,0,0,0,0,0
"ENSG00000260590",0,0,0,0,0,0
"ENSG00000279415",24,41,50,34,74,46
"ENSG00000278681",0,0,0,0,0,0
"ENSG00000214581",0,0,0,0,0,0
"ENSG00000280376",4,0,8,0,4,0
"SHISA9",571,885,640,916,3083,7741
"ENSG00000198555",0,0,0,0,0,0
"ENSG00000261557",0,37,1,25,32,22
"ENSG00000261427",0,0,0,2,0,0
"ENSG00000261197",0,0,0,0,0,0
"BCAP31P1",0,3,0,3,2,0
"LINC02167",0,0,0,0,0,0
"ENSG00000228480",0,0,0,0,0,0
"ENSG00000287448",0,0,0,0,0,0
"ENSG00000260605",0,0,0,0,0,0
"ENSG00000261130",1,0,8,0,0,0
"ENSG00000260126",0,0,0,1,0,0
"ENSG00000280067",33,34,137,24,40,15
"ENSG00000282973",0,0,0,0,0,0
"ENSG00000282946",0,0,0,0,0,0
"ENSG00000216671",0,0,0,0,0,0
"QPRT",39682,43729,29695,42161,50407,36187
"VPS35P1",0,0,2,2,0,0
"ENSG00000261782",0,0,0,0,0,0
"ENSG00000260352",7,0,21,4,13,5
"ENSG00000261725",0,0,0,0,0,0
"ENSG00000261566",0,0,0,0,0,0
"ENSG00000260909",0,0,0,0,0,1
"ENSG00000260975",0,0,0,0,0,0
"FRG2IP",0,0,2,0,0,0
"MYLK3",119,94,55,72,176,44
"ENSG00000280180",0,0,0,0,0,2
"ENSG00000261637",0,0,0,0,0,0
"ENSG00000261620",0,53,0,12,40,29
"ENSG00000260184",0,0,0,0,0,0
"LINC02184",0,0,0,0,0,0
"ENSG00000260984",0,0,0,0,0,0
"ENSG00000261512",268,174,361,186,275,304
"ENSG00000260405",0,0,0,0,1,0
"ENSG00000262235",0,0,0,0,0,0
"ENSG00000260746",0,0,0,0,0,0
"C2orf69P1",0,0,1,0,0,0
"ENSG00000287469",67,15,8,9,2,0
"LINC00273",0,2,0,0,0,0
"LONP2",9431,8736,7466,7672,15731,10553
"ENSG00000280265",0,0,0,0,0,0
"ENSG00000261131",8,7,1,0,10,2
"ENSG00000286712",0,0,0,0,6,0
"ENSG00000279620",0,0,0,0,2,0
"LINC02133",2,0,0,0,7,2
"ENSG00000259897",0,0,0,0,0,0
"LOC100421259",0,0,0,0,0,0
"C1QL1P1",0,0,0,0,0,0
"C2orf69P4",0,0,0,0,0,0
"ENSG00000279779",0,0,0,0,0,0
"ENSG00000260073",0,0,0,0,0,0
"ENSG00000261802",0,0,0,0,0,0
"RPL23AP72",0,4,0,0,0,0
"ENSG00000260033",0,0,0,0,0,0
"ENSG00000230330",606,198,67,55,189,173
"MPV17L",876,944,54,253,1154,499
"ENSG00000260620",0,0,0,0,0,0
"ENSG00000287163",0,0,0,0,0,0
"LOC112268173",0,0,0,0,0,0
"RARRES2P10",0,0,6,0,0,0
"ENSG00000261267",3,7,7,2,2,3
"ENSG00000259983",0,0,0,0,0,0
"FRG2GP",2,0,0,0,0,0
"ENSG00000260478",0,0,0,0,0,0
"GPT2",7216,6482,5099,6958,16224,18578
"ENSG00000261045",1,0,0,0,0,0
"N4BP1",8246,9041,8364,7881,11828,11208
"ENSG00000260566",0,0,0,0,0,0
"ENSG00000285882",0,3,8,0,0,0
"ENSG00000279509",0,2,12,0,0,5
"ENSG00000279729",0,0,2,0,6,0
"ENSG00000260688",0,0,0,0,0,0
"AGGF1P6",0,0,0,0,0,0
"ITFG1",12832,11954,5625,8462,17663,8615
"AGGF1P4",0,0,0,0,0,0
"NUP93",15108,17271,7077,10801,28788,17478
"ENSG00000261356",0,0,0,0,0,0
"ENSG00000279666",2,0,0,0,0,0
"ENSG00000261049",0,0,0,0,1,0
"TP53TG3GP",0,0,0,0,0,0
"CDH8",602,841,1265,1137,1776,406
"VN1R70P",0,0,0,0,0,0
"SHCBP1",956,1659,176,411,2595,3001
"COQ7",4411,4693,1962,3573,7193,5644
"GSG1L",6338,7163,3396,4598,5408,2093
"ENSG00000286357",0,1,0,0,0,0
"LINC01566",0,0,0,0,0,0
"ENSG00000279747",0,0,0,0,0,0
"LINC00919",0,0,0,0,0,0
"ENSG00000240793",3,19,31,2,23,5
"ZC3H7A",9952,8943,5048,5332,11444,12042
"SPRING1P3",0,0,2,0,0,0
"ENSG00000259819",0,0,0,0,0,0
"MMP2",6737,8173,8078,6085,18523,4529
"CASC16",5,8,9,30,9,0
"CES5A",0,0,0,0,8,0
"ENSG00000237140",0,0,0,0,0,0
"LINC02169",2,0,0,0,0,0
"ENSG00000261357",2,18,0,4,10,7
"ENSG00000279030",4,0,2,0,2,0
"ENSG00000261421",0,0,0,0,0,0
"ENSG00000261047",0,0,0,0,0,0
"ENSG00000261590",0,0,0,0,0,0
"ENSG00000260255",0,0,0,0,0,0
"ENSG00000261815",0,0,2,0,0,0
"ENSG00000260744",1,0,2,0,2,0
"CLEC19A",118,108,46,229,2421,3821
"ENSG00000260341",0,0,0,0,0,0
"ENSG00000261178",0,0,4,0,0,0
"CCL17",0,2,9,4,5,2
"ENSG00000259940",28,18,2,9,30,26
"ENSG00000260012",0,0,12,0,0,0
"ENSG00000260600",12,0,2,0,0,0
"LINC00922",50,42,17,54,100,51
"ENSG00000283304",0,0,0,0,0,0
"ENSG00000261234",0,0,0,0,0,0
"DNAAF8",323,299,221,126,331,207
"ENSG00000261299",0,0,0,0,0,0
"ENSG00000279490",0,0,0,0,0,1
"ENSG00000285800",35,85,458,334,38,19
"ENSG00000260347",0,0,0,0,0,0
"ENSG00000260430",1,0,17,8,2,2
"ENSG00000259912",0,0,0,0,0,0
"ENSG00000272545",0,0,0,2,0,1
"ENSG00000260004",0,0,0,0,0,0
"CRAMP1",3355,3572,2894,2451,5472,4036
"ENSG00000258122",1,4,6,20,7,4
"ENSG00000261028",2,0,0,0,0,0
"ENSG00000260240",0,2,0,0,0,0
"GDE1",8997,9666,7453,8718,16630,12131
"ENSG00000259759",0,0,0,0,0,0
"LINC02140",0,0,0,0,0,0
"ENSG00000243609",1,0,0,0,2,0
"CCL22",0,0,0,0,2,0
"CAPNS2",0,1,4,0,3,0
"ENSG00000260782",16,6,0,1,10,0
"LINC02165",2,0,0,0,0,0
"ENSG00000261190",0,0,0,0,0,0
"ENSG00000260068",0,0,0,0,0,0
"ENSG00000278499",0,0,0,0,0,0
"ENSG00000263207",17,22,78,38,14,0
"ENSG00000260052",4,5,0,12,14,4
"ENSG00000260450",8,2,0,1,2,0
"ENSG00000274508",2,4,2,1,0,0
"RPS27P27",0,0,0,0,0,0
"PPIAP48",0,0,0,0,1,1
"LOC124903780",0,0,0,0,0,0
"ENSG00000260818",2,0,1,0,4,1
"ENSG00000260345",0,2,1,0,2,3
"ENSG00000261502",0,0,0,0,0,0
"LINC02141",0,1,0,0,0,0
"RPS15AP34",0,0,0,0,0,0
"ENSG00000285775",0,0,0,0,0,0
"RPS27AP16",590,1186,618,2882,502,1234
"DYNC1LI2",15351,15774,11265,10959,31762,18094
"CASC22",0,0,0,1,0,0
"LOHAN2",8,2,0,2,0,0
"ENSG00000269622",0,0,0,0,0,0
"TOX3",7259,10087,12955,8554,11509,9735
"ENSG00000261261",0,0,0,0,2,0
"ENSG00000260695",22,14,2,0,55,10
"UTP4",7459,7336,3136,4394,11269,8295
"ENSG00000261707",4,1,0,7,0,1
"RPL31P56",0,2,0,0,0,0
"ENSG00000260668",0,13,0,19,18,19
"PSMD7-DT",29,11,2,1,11,7
"LPCAT2",1260,1414,1309,1124,1284,1166
"ENSG00000231589",0,0,0,0,0,0
"LINC02126",0,0,2,0,0,0
"CTRB2",117,57,156,59,25,133
"TERB1",6,4,0,0,2,5
"ENSG00000280092",2,0,2,5,0,0
"FA2H",26,30,12,28,24,16
"ENSG00000261278",2,0,0,0,0,0
"PLA2G10GP",0,0,0,0,0,0
"RPS4Y1P1",0,0,5,4,2,3
"ENSG00000261376",0,0,0,0,0,0
"LINC02180",2,0,0,4,5,4
"ENSG00000285538",2,0,0,0,0,0
"LOC105371279",10,4,35,7,6,0
"LINC02131",0,0,0,0,0,0
"ENSG00000260223",0,0,0,0,0,0
"ENSG00000286845",0,0,0,0,0,0
"ENSG00000261144",0,0,0,0,0,0
"ENSG00000259791",0,0,0,0,0,0
"ENSG00000261227",2,15,0,0,10,0
"ENSG00000261774",0,4,2,1,1,0
"LOC101927605",0,0,0,0,10,0
"IRX3",137,154,723,811,987,656
"ENSG00000259283",2,3,13,11,3,3
"ENSG00000271009",24,30,37,16,147,13
"RPL18P13",4,0,2,0,0,2
"PMFBP1",329,145,67,62,392,101
"ENSG00000260922",19,15,63,30,24,19
"VAT1L",8252,4557,1006,5514,4845,5648
"MAF",4031,4864,4198,6010,11122,10709
"ENSG00000269986",0,0,0,0,0,0
"TANGO6",2379,2127,511,843,4129,1613
"ENSG00000260726",0,0,0,0,0,0
"LOC100419639",0,0,0,0,0,0
"ENSG00000279427",0,0,0,0,0,0
"ENSG00000279420",0,0,0,0,2,0
"ENSG00000272330",2,2,0,3,0,1
"CNTNAP4",198,80,35,79,405,62
"NAE1",9710,9177,2609,4147,11594,8880
"KRT18P18",0,0,0,0,0,2
"ENSG00000260393",0,0,1,0,0,0
"ENSG00000259209",78,84,55,16,102,35
"ENSG00000278926",3,0,3,0,0,0
"COQ9",5542,6038,2875,4030,7752,5666
"ENSG00000260858",122,52,58,39,23,2
"ENSG00000261743",0,0,0,0,0,0
"CFAP20",5642,7042,3632,5473,9672,9836
"ENSG00000287946",0,0,0,0,0,0
"ENSG00000278862",0,1,4,0,0,0
"ENSG00000261673",6,4,0,0,14,2
"ENSG00000260983",0,0,0,0,0,0
"GINS2",3147,5148,348,612,11304,11625
"CTRB1",135,78,202,56,22,130
"ENSG00000260848",22,18,8,6,85,0
"ENSG00000260706",0,0,0,0,0,0
"CCDC102A",1596,1687,2754,2217,2751,4873
"DPPA3P11",0,0,0,0,0,0
"ARLNC1",4,9,4,0,1,0
"ENSG00000259846",0,0,0,0,0,0
"ENSG00000268754",24,18,4,13,24,8
"ENSG00000279120",0,0,0,0,0,0
"ENSG00000261997",16,18,22,0,4,4
"ENSG00000234337",12,13,0,4,8,14
"FOXC2",55,36,125,119,67,90
"ENSG00000259817",0,0,0,0,0,0
"ENSG00000279591",2,17,6,3,9,3
"BCAR1",21330,18813,23449,17413,28580,32353
"SYCE1L",1962,2071,248,617,1974,1485
"ENSG00000286841",0,0,0,0,0,0
"ENSG00000277214",4,8,0,4,7,2
"ENSG00000260750",0,2,1,2,2,0
"ENSG00000283423",0,8,10,0,0,0
"GSE1",83320,69517,58807,44085,72024,53771
"LINC01227",4,0,0,0,0,0
"ENSG00000261243",8,1,14,5,5,2
"ENSG00000279142",0,0,0,0,0,0
"ENSG00000260795",0,0,0,0,0,0
"MON1B",6845,6852,8241,5832,13661,10266
"ENSG00000270020",17,16,18,17,125,121
"ZFP90",8107,7672,4110,5375,15002,11921
"ENSG00000279757",0,0,0,0,2,0
"WFDC1",3718,4133,4126,4420,1906,482
"SLC7A5-AS1",106,94,14,40,99,30
"ENSG00000287010",0,0,0,0,0,0
"ENSG00000261458",0,0,0,0,0,0
"FLJ30679",4,2,0,0,47,12
"ATP2C2-AS1",41,9,37,15,19,6
"LOC101928230",86,116,4,15,145,60
"ENSG00000261161",0,0,4,0,0,0
"ENSG00000268473",0,0,0,0,0,0
"ZCCHC14",13301,14836,14860,12247,25130,22978
"ENSG00000260671",4,0,0,1,14,2
"ENSG00000259989",0,0,0,0,0,0
"ENSG00000260177",2,0,1,4,3,0
"HYDIN",1102,650,300,201,1246,1615
"PDP2",3750,3894,9071,5608,5291,4345
"ENSG00000261273",0,0,8,0,0,1
"ENSG00000277504",16,19,10,6,85,65
"KLHL36",6184,6285,9303,8240,10741,7734
"MLKL",0,2,0,0,16,0
"ENSG00000261363",3,2,2,0,0,0
"ENSG00000260387",0,0,0,0,0,0
"LINC02188",8,8,7,2,8,8
"CIAPIN1",8426,11554,4149,7767,14817,10646
"JPH3",7371,5242,7175,5676,12512,2772
"ENSG00000270945",0,0,0,0,0,0
"CDH11",14128,20207,25211,18279,40869,56265
"MEAK7",5588,5274,2456,3765,9186,7538
"WDR59",5197,5392,3603,3768,7337,5148
"MTHFSD",1174,1296,496,771,3861,2620
"LINC02181",8,5,10,3,2,0
"RPL7AP63",6,30,2,9,53,42
"ENSG00000287161",6,1,2,0,3,0
"SLC7A5",24080,24991,11548,22580,30368,23889
"LOC124903750",149,205,36,33,114,8
"KLHDC4",4432,3751,2694,2410,6638,3681
"ENSG00000261653",0,0,0,0,1,0
"GSE1-AS1",16,23,16,5,126,89
"ENSG00000261058",0,0,8,0,0,0
"ENSG00000274478",4,0,2,2,0,0
"DYNLRB2",373,300,41,163,252,130
"ENSG00000259867",36,60,12,32,69,61
"ENSG00000269826",0,0,0,1,0,0
"ENSG00000286221",0,0,0,0,0,0
"ADGRG5",8,12,0,20,15,11
"PIEZO1",3465,1865,3084,1992,5310,3447
"CA7",17,20,12,14,11,9
"LINC01229",32,42,12,33,81,69
"ENSG00000260530",84,36,83,36,22,12
"LINC00917",0,0,0,4,0,2
"LINC02189",0,0,0,0,0,2
"LOC101928392",389,133,15,4,231,8
"HCCAT5",2,0,0,2,8,0
"CDH8-AS1",0,0,0,0,0,0
"LOC100129215",107,58,52,36,457,145
"ENSG00000278893",3,12,67,11,24,4
"LINC02135",0,0,0,1,0,0
"ENSG00000247033",0,0,0,0,0,0
"ENSG00000278716",17,34,19,28,49,19
"RPSAP56",0,4,0,4,4,4
"ENSG00000260715",0,4,0,0,0,0
"ENSG00000261199",0,0,0,0,0,0
"DUXAP11",0,0,0,0,0,0
"ENSG00000273659",1,0,4,0,0,0
"ENSG00000261063",0,0,0,0,0,0
"CX3CL1",1397,1608,364,1307,1595,2466
"ENSG00000259999",0,0,2,0,0,4
"ENSG00000286653",12,10,8,12,32,4
"ENSG00000261818",0,0,0,0,3,0
"ENSG00000260183",4,1,0,0,1,0
"ENSG00000260594",0,0,0,0,0,0
"ENSG00000283689",4,0,0,2,45,9
"CFDP1",10442,14444,7475,12361,17812,14066
"LINC02125",0,0,0,0,0,2
"ENSG00000245768",18,17,12,9,21,9
"ENSG00000260417",12,43,27,23,24,6
"NUDT7",157,250,46,159,296,217
"LOC105371272",0,0,0,0,0,0
"ENSG00000260504",0,0,0,0,0,0
"ENSG00000284675",1,2,0,0,2,0
"ENSG00000280261",0,0,0,0,0,0
"FOXL1",124,216,28,32,228,191
"ZFP1",8644,7318,7082,6833,8231,7981
"ZFHX3",7757,6731,8072,9151,24581,16483
"ENSG00000259995",4,0,0,0,0,0
"VN2R10P",0,3,0,0,2,2
"RFWD3",6839,6457,2984,2407,11219,11380
"ENSG00000261783",10,8,0,10,44,41
"ENSG00000277559",6,9,10,2,12,13
"ENSG00000260797",0,0,0,0,0,0
"ENSG00000261313",6,1,0,1,0,0
"TMPOP2",93,64,0,0,105,57
"ZNRF1",4071,5150,2386,5203,9965,6119
"ADAMTS18",1663,1214,4108,3756,5292,4240
"ENSG00000279856",0,0,0,0,0,0
"FTO",13007,16312,9549,12781,22302,12830
"ENSG00000283258",2,0,0,0,0,0
"ENSG00000283457",4,0,2,0,0,0
"ENSG00000279225",0,6,4,8,6,0
"ENSG00000237901",0,0,0,0,0,0
"ZCCHC14-DT",74,63,8,17,166,82
"LINC01228",0,0,0,0,0,0
"COTL1",37001,44356,14710,32405,65716,34930
"RARRES2P6",0,0,0,0,0,0
"CMC2",2232,2515,2103,2514,3035,2571
"POLR2C",10712,14595,11241,13109,17932,16705
"UBN1",13005,11143,20161,13080,23323,19057
"DYNC1LI2-DT",40,21,2,9,58,69
"ENSG00000259864",0,0,0,0,0,0
"ENSG00000259711",4,0,9,2,1,0
"ENSG00000261471",0,6,18,0,6,2
"ENSG00000260237",0,0,0,0,0,0
"ENSG00000260812",0,0,0,0,0,0
"ENSG00000280152",35,23,106,37,86,80
"C16orf74",473,473,240,481,313,304
"FENDRR",36,14,30,32,2,0
"ENSG00000275040",0,2,4,3,0,2
"ENSG00000260923",91,44,17,4,26,8
"ENSG00000279378",6,1,2,0,0,3
"ENSG00000279206",2,9,0,7,10,18
"LOC105371296",0,0,0,0,0,0
"FOXF1",468,464,689,1176,265,144
"ENSG00000260701",18,17,37,68,90,100
"CDYL2",2237,2072,2026,2073,5188,4052
"ENSG00000260064",0,0,0,0,0,0
"ENSG00000287694",0,0,0,0,0,0
"ENSG00000260945",0,0,0,0,0,0
"NPIPA5",21,31,13,12,105,76
"ENSG00000285850",6,9,2,1,7,0
